"cause","effect"
"BUB1","EIF4EBP1"
"BUB1","PLK1"
"BUB1B","BRCA2"
"BUB1B","CDC20"
"C10orf10","KRT15"
"C10orf10","QKI"
"C10orf12","EHMT2"
"C10orf88","CLTC"
"C11orf49","RPS3A"
"C11orf58","FBN3"
"C11orf58","RPLP1"
"C16orf74","UNC119"
"C19orf57","C19orf25"
"C1D","TSNAX"
"C1orf65","CCDC85B"
"C1orf94","RBPMS"
"C1orf94","USO1"
"C1QA","C1QB"
"C1QA","C1QBP"
"C1QA","C1R"
"C1QA","CSPG4"
"C1QA","DCN"
"C1QA","HIPK3"
"C1QBP","HNRNPD"
"C1QBP","MAPK1"
"C1QBP","MAPK3"
"C1QBP","TOP3B"
"C1QBP","YWHAB"
"C1QBP","YWHAG"
"C1QTNF1","SGTA"
"C1QTNF1","UBQLN4"
"C2orf44","CSNK1G1"
"C2orf44","MED31"
"C2orf44","RAB35"
"C3","C2"
"C3","CFB"
"C3","LAMA1"
"C3AR1","C3"
"C5","C6"
"C5AR1","ARRB1"
"C5AR1","ARRB2"
"C5AR1","GNAI2"
"C5AR1","WAS"
"C7orf25","BRD4"
"C7orf25","UBE2D1"
"C8orf33","ALAS1"
"C8orf33","FEZ1"
"C8orf33","KBTBD7"
"C8orf33","ZFP28"
"C8orf48","CCDC85B"
"C9orf78","SUPT5H"
"CA12","DAXX"
"CA2","DYNLL1"
"CA2","SLC9A1"
"CABLES2","ABL1"
"CABP1","CACNA1A"
"CABP2","NMT1"
"CACNA1A","CACNB4"
"CACNA1A","SYT1"
"CACNA1C","RYR2"
"CACNA1D","STX1A"
"CACNB1","DYNLL1"
"CACYBP","SKP1"
"CAD","PPP1CA"
"CAD","PPP2CA"
"CAD","YWHAG"
"CADPS2","DMD"
"CALCA","NRD1"
"CALCOCO1","TBC1D17"
"CALCOCO2","C1orf65"
"CALCOCO2","C20orf195"
"CALCOCO2","DAXX"
"CALCOCO2","FASTK"
"CALCOCO2","PIAS4"
"CALCOCO2","PTBP2"
"CALCOCO2","TCEB3B"
"CALCOCO2","VPS72"
"CALCR","MBL2"
"CALCRL","ADM"
"CALCRL","RAMP3"
"CALD1","CALM1"
"CALD1","CALM2"
"CALM1","ADCY8"
"CALM1","ADD1"
"CALM1","CAMK1"
"CALM1","CCNE1"
"CALM1","CSNK2A2"
"CALM1","DDX5"
"CALM1","EGFR"
"CALM1","EWSR1"
"CALM1","FER"
"CALM1","GAP43"
"CALM1","HSP90AA1"
"CALM1","LYST"
"CALM1","MIP"
"CALM1","MYO5A"
"CALM1","PDE1A"
"CALM1","PLCD1"
"CALM1","RALB"
"CALM1","STRN3"
"CALM1","TRPV1"
"CALM1","TRPV6"
"CALM1","TTN"
"CALM2","EDF1"
"CALM3","AKAP9"
"CALM3","EDF1"
"CALR","APP"
"CALR","ITGA2B"
"CALR","LPL"
"CALR","MAPK6"
"CALR","PLAT"
"CALR","SLC2A1"
"CALR","TRAF6"
"CALR","VWF"
"CAMK1","HDAC5"
"CAMK2A","ACTN1"
"CAMK2A","CAMK2B"
"CAMK2A","CDK5R1"
"CAMK2A","DAPK2"
"CAMK2A","KPNB1"
"CAMK2B","PLCB3"
"CAMK2D","VIM"
"CAMK2G","PLCB3"
"CAMK4","HDAC4"
"CAMLG","CAMK2A"
"CAMLG","EGFR"
"CAMP","CTSG"
"CAMP","PRTN3"
"CANX","CAMLG"
"CANX","FAM107A"
"CANX","FSHR"
"CANX","GRIA1"
"CANX","LRP1"
"CANX","PDIA3"
"CANX","PRKCSH"
"CANX","SLC2A1"
"CAP1","ACTB"
"CAP1","CFL1"
"CAPN1","ACTN2"
"CAPN1","BCL2L1"
"CAPN1","CAPNS1"
"CAPN1","CTSC"
"CAPN1","SPTAN1"
"CAPN1","TINAGL1"
"CAPN1","VIM"
"CAPN2","CASP9"
"CAPNS1","ATP5J2"
"CAPNS1","CDK4"
"CAPNS1","GNB2"
"CAPNS1","RAB1A"
"CAPRIN1","AKAP10"
"CAPZA1","ACTB"
"CAPZA1","CD2AP"
"CAPZA1","SH3KBP1"
"CARD11","MAP3K7"
"CARD11","PIK3R2"
"CARD11","TRAF1"
"CARD8","IKBKG"
"CARD9","CCDC85B"
"CASK","DLG4"
"CASK","FCHSD2"
"CASK","GRIK2"
"CASK","GRIN2A"
"CASK","LIN7B"
"CASK","NPHS1"
"CASK","TANC1"
"CASP1","ATN1"
"CASP1","ATXN3"
"CASP1","BID"
"CASP1","CARD8"
"CASP1","HTT"
"CASP1","LMNA"
"CASP1","NEDD4"
"CASP1","PAK1"
"CASP1","PYCARD"
"CASP10","DEDD"
"CASP10","RYBP"
"CASP2","CFLAR"
"CASP2","CRADD"
"CASP2","DSP"
"CASP2","KPNA2"
"CASP2","RB1"
"CASP3","ACIN1"
"CASP3","ADD1"
"CASP3","AIFM1"
"CASP3","ATN1"
"CASP3","BIRC7"
"CASP3","BLM"
"CASP3","CAD"
"CASP3","CASP6"
"CASP3","CASP8"
"CASP3","CDC27"
"CASP3","DCTN1"
"CASP3","DEDD"
"CASP3","EIF2S1"
"CASP3","EIF3J"
"CASP3","EIF4B"
"CASP3","HMGB1"
"CASP3","HTT"
"CASP3","MCL1"
"CASP3","MLH1"
"CASP3","NEDD4"
"CASP3","PAK2"
"CASP3","PKN1"
"CASP3","PKN2"
"CASP3","PSIP1"
"CASP3","PTBP1"
"CASP3","RABEP1"
"CASP3","RAD51"
"CASP3","RB1"
"CASP3","ROCK1"
"CASP3","SRP72"
"CASP3","TOP1"
"CASP3","USO1"
"CASP3","VIM"
"CASP3","WEE1"
"CASP3","YWHAE"
"CASP4","CASP3"
"CASP4","NOD1"
"CASP6","CASP10"
"CASP6","EIF2S1"
"CASP6","LMNA"
"CASP6","NEDD4"
"CASP6","RB1"
"CASP6","TOP1"
"CASP7","CASP10"
"CASP7","RAD51"
"CASP8","APAF1"
"CASP8","CASP3"
"CASP8","CASP6"
"CASP8","CFLAR"
"CASP8","CHD3"
"CASP8","CHUK"
"CASP8","CTNNB1"
"CASP8","DEDD"
"CASP8","EIF2AK2"
"CASP8","FAF1"
"CASP8","HIP1"
"CASP8","IKBKG"
"CASP8","MAP1LC3B"
"CASP8","PARP2"
"CASP8","PCYT1A"
"CASP8","PEA15"
"CASP8","PIAS1"
"CASP8","PICALM"
"CASP8","RB1"
"CASP8","SUMO1"
"CASP8","VIM"
"CASP9","CYCS"
"CASP9","PRKCZ"
"CASP9","RB1"
"CASR","PRKCA"
"CASR","PRKCG"
"CASR","RNF19A"
"CAT","ABL2"
"CATSPER1","ADAMTSL4"
"CAV1","AKAP1"
"CAV1","APP"
"CAV1","BMX"
"CAV1","BSG"
"CAV1","DNM1"
"CAV1","GJA1"
"CAV1","GNAI2"
"CAV1","GRB7"
"CAV1","INSR"
"CAV1","MALL"
"CAV1","MAPK1"
"CAV1","NOS2"
"CAV1","NOS3"
"CAV1","PLD1"
"CAV1","PLD2"
"CAV1","PTPRF"
"CAV1","RAC1"
"CAV1","RHOA"
"CAV1","SRC"
"CAV1","STRN4"
"CAV1","TGFBR1"
"CAV1","TRPC1"
"CAV2","CAV1"
"CAV2","DNAJA1"
"CAV2","GOLGB1"
"CAV2","MALL"
"CAV2","RASA1"
"CAV2","SRC"
"CAV3","DYSF"
"CBFA2T2","CBFA2T3"
"CBFA2T2","SIN3A"
"CBFA2T3","CBFA2T2"
"CBFB","RUNX3"
"CBL","ABL1"
"CBL","BLK"
"CBL","CD5"
"CBL","HCK"
"CBL","ITK"
"CBL","NOTCH1"
"CBL","OSTF1"
"CBL","PRKCA"
"CBL","SLA"
"CBL","SORBS2"
"CBL","SPRY2"
"CBL","SRC"
"CBL","UBASH3B"
"CBL","UBE2D2"
"CBL","VAV2"
"CBL","YWHAB"
"CBL","YWHAG"
"CBL","YWHAQ"
"CBL","YWHAZ"
"CBLB","CRY1"
"CBLB","FLT3"
"CBS","HTT"
"CBX1","HIST1H3A"
"CBX1","TRIM24"
"CBX2","RYBP"
"CBX4","CTBP1"
"CBX4","RNF2"
"CBX5","CBX3"
"CBX5","HIST3H3"
"CBX8","RING1"
"CBX8","SETDB1"
"CCAR1","BRD7"
"CCBP2","CCL2"
"CCBP2","CCL27"
"CCDC113","GIT1"
"CCDC116","CCDC85B"
"CCDC116","SLC2A4"
"CCDC120","CCDC85B"
"CCDC120","MDFI"
"CCDC120","USHBP1"
"CCDC136","COIL"
"CCDC14","MAGEA11"
"CCDC85B","C19orf25"
"CCDC85B","C20orf195"
"CCDC85B","LMO3"
"CCDC85B","PKN1"
"CCDC85B","POLR2L"
"CCDC85B","RALYL"
"CCDC85B","RBM7"
"CCDC85B","RNF8"
"CCDC85B","SF3A3"
"CCDC85B","VPS72"
"CCDC90B","BTBD2"
"CCDC90B","CDKN2B"
"CCDC90B","CDKN2C"
"CCDC90B","NIPSNAP3A"
"CCK","CPE"
"CCK","ENPEP"
"CCK","MEP1A"
"CCL13","HNRNPH3"
"CCL13","MMP3"
"CCL16","CCR1"
"CCL2","CCR1"
"CCL2","CCR5"
"CCL2","MMP3"
"CCL2","VCAN"
"CCL20","VCAN"
"CCL21","CTSD"
"CCL21","IGFBP7"
"CCL21","UBQLN4"
"CCL22","DPP4"
"CCL25","CCR10"
"CCL3","SRGN"
"CCL4","CCL3"
"CCL4","CCR1"
"CCL4","CCR5"
"CCL4","IL8"
"CCL5","CCR1"
"CCL5","CCR5"
"CCL5","DPP4"
"CCL5","GRB2"
"CCL5","IGFBP7"
"CCL5","SDC4"
"CCL7","FEZ1"
"CCL8","CCR1"
"CCL8","MMP3"
"CCL8","VCAN"
"CCNA1","CDK2"
"CCNA1","RB1"
"CCNA2","CDK2"
"CCNA2","HIRA"
"CCNB1","CDC25A"
"CCNB1","CDC25C"
"CCNB1","CDKN1A"
"CCNB1","GADD45B"
"CCNB1","GADD45G"
"CCNB1","HERC5"
"CCNB1","MAP4"
"CCNB1","PBK"
"CCNB1","PCNA"
"CCNB1","PKMYT1"
"CCNB1","PLK1"
"CCNB2","CDK2"
"CCNB2","CDKN1A"
"CCNB2","MCM2"
"CCNC","CDK8"
"CCNC","MED8"
"CCND1","CDKN1A"
"CCND1","MCM10"
"CCND1","PCNA"
"CCND1","RB1"
"CCND1","RBL1"
"CCND1","RBL2"
"CCND1","RBX1"
"CCND2","RB1"
"CCND3","RBL2"
"CCNE1","CDK2"
"CCNE1","CDKN1A"
"CCNE1","SKP2"
"CCNE2","CDK2"
"CCNE2","CDKN1C"
"CCNG1","MDM2"
"CCNH","CDK8"
"CCNH","ERCC3"
"CCNH","GTF2E2"
"CCNK","CDK2"
"CCNK","NECAB2"
"CCNK","POLR2A"
"CCNK","RBPMS"
"CCNL2","DYRK1A"
"CCNT1","HEXIM1"
"CCNT2","CDK9"
"CCNT2","HEXIM1"
"CCR1","CCL3"
"CCR1","JAK1"
"CCR1","PLP2"
"CCR10","CXCL13"
"CCR4","CCL22"
"CCR4","CCL5"
"CCR5","CD4"
"CCR5","LCK"
"CCR5","PTK2"
"CCRL1","CCL19"
"CCRL1","CCL2"
"CCRL1","CCL21"
"CCRL1","CCL5"
"CCRL1","CCL8"
"CCRL1","CXCL13"
"CCS","YWHAG"
"CCT3","SSSCA1"
"CCT3","VHL"
"CCT5","IKBKAP"
"CCT5","TBC1D17"
"CCT7","ATP5C1"
"CCT7","RCC1"
"CCT7","SSSCA1"
"CD14","ITGB2"
"CD14","LTF"
"CD14","TLR4"
"CD151","ITGA3"
"CD151","MMP7"
"CD19","ABL1"
"CD19","BTK"
"CD19","CBL"
"CD19","CD22"
"CD19","CD79A"
"CD19","FYN"
"CD19","MAPK1"
"CD19","PIK3R1"
"CD19","PLCG2"
"CD19","SOS1"
"CD19","VAV2"
"CD1D","B2M"
"CD2","CD58"
"CD22","ATP2B4"
"CD22","DYNLT1"
"CD22","LCP2"
"CD22","SHC1"
"CD226","FYN"
"CD226","ITGB2"
"CD247","CD2"
"CD247","CD5"
"CD247","CSK"
"CD247","DOCK2"
"CD247","SLA2"
"CD247","TIRAP"
"CD247","TRAT1"
"CD28","CD4"
"CD28","CD86"
"CD28","GRAP2"
"CD28","GRB2"
"CD28","IL12A"
"CD28","LCK"
"CD28","NSF"
"CD28","PIK3CG"
"CD28","PIK3R1"
"CD28","PTPRC"
"CD2AP","HCK"
"CD2AP","PKD2"
"CD2BP2","PRPF6"
"CD36","COL1A1"
"CD36","COL1A2"
"CD36","FYN"
"CD36","LYN"
"CD36","THBS1"
"CD38","CD4"
"CD3E","CD3EAP"
"CD3E","CD79B"
"CD3E","LCK"
"CD3E","NCL"
"CD3E","TOP2B"
"CD3G","CD3E"
"CD4","BTRC"
"CD4","CD2"
"CD4","CTSD"
"CD4","CXCL12"
"CD4","CXCR4"
"CD4","IL16"
"CD4","LAT"
"CD4","LGALS1"
"CD4","PI4KA"
"CD4","PIK3R1"
"CD4","PTK2"
"CD4","PTPRC"
"CD4","UNC119"
"CD40","CAV1"
"CD40","CBL"
"CD40","HSPA8"
"CD40","JAK3"
"CD40","MS4A1"
"CD40","PIK3R1"
"CD40","RIPK2"
"CD44","ARHGEF1"
"CD44","CD4"
"CD44","CD74"
"CD44","COL1A1"
"CD44","COL1A2"
"CD44","EGFR"
"CD44","EZR"
"CD44","FYN"
"CD44","LCK"
"CD44","MMP7"
"CD44","SPP1"
"CD44","SRGN"
"CD44","TGFBR2"
"CD46","DLG4"
"CD46","LLGL1"
"CD46","SRC"
"CD46","YES1"
"CD47","BNIP3"
"CD47","GNAI1"
"CD47","ITGAV"
"CD47","RHAG"
"CD47","UBQLN1"
"CD48","CD2"
"CD48","CD244"
"CD48","EEF1D"
"CD48","FYN"
"CD5","CAMK2D"
"CD5","CSNK2A1"
"CD5","HNRNPU"
"CD53","CD2"
"CD53","CD4"
"CD53","CD9"
"CD55","FYN"
"CD59","CD2"
"CD63","ITGA6"
"CD72","BLNK"
"CD74","CTSL1"
"CD74","MIF"
"CD79A","BLK"
"CD79A","CD5"
"CD79A","FYN"
"CD79B","CD5"
"CD79B","FYN"
"CD79B","LCK"
"CD80","CTLA4"
"CD81","DLG5"
"CD81","INO80B"
"CD81","KIT"
"CD86","CTLA4"
"CD8A","LCK"
"CD9","CD38"
"CD9","CD81"
"CD9","ITGA3"
"CD9","KIT"
"CD93","COL1A1"
"CD93","COL1A2"
"CD93","COL4A1"
"CD93","COL4A2"
"CD93","F12"
"CD93","MSN"
"CD99","FTH1"
"CDC20","CCNA2"
"CDC20","PTTG1"
"CDC25A","BTRC"
"CDC25A","CCNE1"
"CDC25A","CDK2"
"CDC25B","FHL3"
"CDC25B","MAPK14"
"CDC25B","MELK"
"CDC25C","CCNA2"
"CDC25C","LZTS1"
"CDC34","ZFAND6"
"CDC37","BTBD10"
"CDC37","CRYM"
"CDC37","RPS15A"
"CDC37","SAFB"
"CDC42EP1","FHL3"
"CDC5L","PLRG1"
"CDC6","CCNA2"
"CDC6","PCNA"
"CDC7","CDK2"
"CDC73","HAP1"
"CDCA3","SKP1"
"CDH1","CSE1L"
"CDH1","CTNNB1"
"CDH1","GSK3B"
"CDH1","IQGAP1"
"CDH1","IRS1"
"CDH1","PKD1"
"CDH1","PSEN1"
"CDH1","RRM2"
"CDH15","BOC"
"CDH15","JUP"
"CDH2","BOC"
"CDH2","CTNNA1"
"CDH24","CTNNB1"
"CDH5","CTNNA1"
"CDH5","CTNNB1"
"CDH5","DSP"
"CDH5","PKP4"
"CDH5","SMG1"
"CDH5","SRC"
"CDH5","VIM"
"CDK2","CDK7"
"CDK2","COIL"
"CDK2","PCNA"
"CDK2","RB1"
"CDK2","RBL2"
"CDK2AP2","EED"
"CDK4","CCND1"
"CDK4","CCND2"
"CDK4","CDKN1A"
"CDK4","CDKN2A"
"CDK4","CDKN2C"
"CDK4","NOL12"
"CDK4","RFC1"
"CDK4","SERTAD1"
"CDK5","C1orf61"
"CDK5","CSNK1D"
"CDK5","PCNA"
"CDK5R1","CDK5RAP2"
"CDK5R1","CDK9"
"CDK5R1","SET"
"CDK5RAP1","EXOSC5"
"CDK5RAP2","HAP1"
"CDK5RAP2","STK36"
"CDK5RAP2","ZNF259"
"CDK6","CCND1"
"CDK6","CCND2"
"CDK6","CCND3"
"CDK6","CDKN1A"
"CDK6","MCM10"
"CDK6","MCM2"
"CDK6","PCNA"
"CDK7","CDK2"
"CDK7","GTF2H2"
"CDK7","MNAT1"
"CDK8","MED26"
"CDK9","CDC34"
"CDK9","HEXIM1"
"CDK9","MED21"
"CDK9","POLR2A"
"CDK9","RB1"
"CDK9","SKP2"
"CDK9","SUPT5H"
"CDKN1A","APLP1"
"CDKN1A","CCNA2"
"CDKN1A","CCND1"
"CDKN1A","CCND3"
"CDKN1A","CDC6"
"CDKN1A","CDK2"
"CDKN1A","CDK6"
"CDKN1A","MCM10"
"CDKN1A","MSH2"
"CDKN1A","PDHB"
"CDKN1A","RAB1A"
"CDKN1A","RBBP4"
"CDKN1A","TAF5L"
"CDKN1A","TTLL5"
"CDKN1B","CCNA1"
"CDKN1B","CCNA2"
"CDKN1B","CDK2"
"CDKN1B","CDKN1A"
"CDKN1B","COPS5"
"CDKN1B","NUP50"
"CDKN1B","TSC2"
"CDKN1B","UBB"
"CDKN1B","UCHL1"
"CDKN1B","XPO1"
"CDKN1B","YWHAE"
"CDKN1B","YWHAG"
"CDKN2A","ALS2CR8"
"CDKN2B","CDK8"
"CDKN3","CDC25A"
"CDKN3","CDK2"
"CDT1","CCNA2"
"CDT1","MCM6"
"CDX2","HNF1A"
"CDX2","PAX6"
"CDYL","HDAC1"
"CEACAM1","PXN"
"CEACAM1","SHC1"
"CEBPA","ATF2"
"CEBPA","CEBPD"
"CEBPA","GATA2"
"CEBPA","HNF1A"
"CEBPA","RB1"
"CEBPA","RBL1"
"CEBPA","RUNX1"
"CEBPA","SOX10"
"CEBPA","SOX8"
"CEBPA","SPI1"
"CEBPB","ATF2"
"CEBPB","CEBPA"
"CEBPB","CEBPD"
"CEBPB","CEBPG"
"CEBPB","CREB1"
"CEBPB","CREBBP"
"CEBPB","EP300"
"CEBPB","HMGB1"
"CEBPB","HSF1"
"CEBPB","MED23"
"CEBPB","MYB"
"CEBPB","RB1"
"CEBPB","RUNX1"
"CEBPB","SMARCB1"
"CEBPB","SP1"
"CEBPB","SRF"
"CEBPB","TAF9"
"CEBPB","TRIM28"
"CEBPD","CEBPE"
"CEBPD","CEBPG"
"CEBPE","E2F1"
"CEBPE","MYB"
"CEBPE","SPI1"
"CEBPG","MLLT6"
"CEBPG","NFIL3"
"CEBPG","TEF"
"CEBPZ","UBE3A"
"CELSR1","PSAP"
"CELSR2","GARS"
"CELSR3","CUL9"
"CELSR3","IFT140"
"CELSR3","SGSM2"
"CELSR3","SPTBN4"
"CELSR3","TRIP12"
"CENPA","DIAPH1"
"CENPB","ANXA7"
"CENPB","PARP2"
"CENPE","PLCB3"
"CENPJ","LAG3"
"CENPJ","YWHAG"
"CENPT","NR5A2"
"CEP55","AKAP9"
"CEP57","UIMC1"
"CEP70","CCDC85B"
"CEP70","COIL"
"CEP70","NRIP1"
"CEP76","MAGEA11"
"CEP76","PAICS"
"CETP","ARPC3"
"CETP","EWSR1"
"CFDP1","CSNK2A1"
"CFH","CRP"
"CFH","THBS1"
"CFL1","CLCN5"
"CFL1","LIMK1"
"CFL1","RPS6KA1"
"CFL1","SLC2A4"
"CFL1","WDR1"
"CFL1","YWHAG"
"CFLAR","BCL2L1"
"CFLAR","CASP6"
"CFLAR","DAXX"
"CFLAR","IKBKB"
"CFLAR","RIPK1"
"CFLAR","RIPK2"
"CGA","PTPN12"
"CGN","TJP2"
"CHAF1A","TRIM28"
"CHAF1B","CDK2"
"CHAF1B","CHAF1A"
"CHAT","PRKCZ"
"CHCHD3","CCDC85B"
"CHD1","HDAC1"
"CHD3","CTBP1"
"CHD3","FAM134A"
"CHD3","GPS2"
"CHD3","PCMT1"
"CHD3","PIAS4"
"CHD3","SAFB"
"CHD3","SIRT6"
"CHD3","SUMO1"
"CHD3","TCERG1"
"CHD3","TRIM28"
"CHD8","TOP3B"
"CHEK1","CDC25A"
"CHEK1","CDC25C"
"CHEK1","CUL1"
"CHEK2","ASF1A"
"CHEK2","ATR"
"CHEK2","CDC25A"
"CHEK2","CDC25C"
"CHEK2","KPNA2"
"CHEK2","MDC1"
"CHEK2","MSH2"
"CHEK2","NBN"
"CHEK2","PPP2R5A"
"CHEK2","PPP2R5C"
"CHEK2","PPP2R5E"
"CHEK2","RAD9A"
"CHEK2","TSSK1B"
"CHFR","AURKA"
"CHFR","BRD4"
"CHFR","WDR47"
"CHGB","ACACA"
"CHGB","MARK3"
"CHGB","PTEN"
"CHGB","TK1"
"CHGB","TWF2"
"CHIC2","MDFI"
"CHML","RAB1A"
"CHMP1A","CHMP1B"
"CHMP1B","CHMP5"
"CHMP2A","VPS4A"
"CHMP2A","VPS4B"
"CHMP4A","VPS4A"
"CHMP4B","CHMP5"
"CHMP4B","EXOSC9"
"CHMP4B","PIAS2"
"CHMP4B","UBE2I"
"CHMP4C","CHMP4B"
"CHN1","CDK5"
"CHN1","CDK5R1"
"CHN2","SUMO2"
"CHPF","PIN1"
"CHRM2","GNA15"
"CHRM2","GRK5"
"CHRM3","GRK6"
"CHRM4","EEF1A2"
"CHRM4","GPRASP1"
"CHRM4","GRB2"
"CHRNA4","CRELD2"
"CHRNA4","CSNK2B"
"CHRNA4","VSNL1"
"CHRNA7","PIK3R1"
"CHRND","GRB2"
"CHUK","ANXA13"
"CHUK","DSP"
"CHUK","IKBKB"
"CHUK","IKBKG"
"CHUK","MAP3K7"
"CHUK","PBXIP1"
"CHUK","PEBP1"
"CHUK","TANK"
"CHUK","UBE2E3"
"CIB1","PLK2"
"CIB1","PRKDC"
"CIB1","RAC3"
"CIC","GABPB1"
"CIC","TRIM22"
"CISH","PRKCB"
"CIT","DISC1"
"CKAP5","AURKA"
"CKB","ILK"
"CKM","FHL2"
"CKS1B","SKP2"
"CLEC3B","ANXA7"
"CLEC3B","GADD45A"
"CLEC5A","TYROBP"
"CLIC1","AKAP9"
"CLIC1","LSM1"
"CLIC1","PIP5K1B"
"CLIC4","ACTB"
"CLIC5","ACTN1"
"CLK1","GOLM1"
"CLK2","YWHAG"
"CLNS1A","ACTB"
"CLNS1A","EIF4A2"
"CLNS1A","EPB41L3"
"CLSTN1","TOPBP1"
"CLTA","HIP1"
"CLTB","CLTC"
"CLTC","CLTA"
"CLTC","EPN1"
"CLTC","EPN2"
"CLTC","HGS"
"CLTC","HIP1R"
"CLTC","PICALM"
"CLTC","XRCC6"
"CLU","C7"
"CLU","CLUAP1"
"CLU","TGFBR1"
"CMTM3","MAPK1"
"CMTM3","MEST"
"CMTM3","RABAC1"
"CMTM6","DUSP10"
"CMTM6","SUMO2"
"CNGB1","PNN"
"CNKSR1","ARHGEF1"
"CNNM3","MDFI"
"CNNM3","RBPMS"
"CNOT2","CNOT3"
"CNOT3","CNOT8"
"CNOT4","CNOT8"
"CNOT7","BTG2"
"CNOT7","BTG3"
"CNOT7","CNOT6"
"CNR1","GNAI2"
"CNTFR","LIFR"
"CNTNAP1","SRC"
"CNTNAP2","EPB41L3"
"CNTNAP2","ZMIZ1"
"CNTROB","APTX"
"CNTROB","LYST"
"COG2","COG4"
"COIL","CDK2"
"COIL","PIAS4"
"COIL","SART3"
"COIL","TAF9"
"COIL","TGS1"
"COL13A1","NID1"
"COL17A1","ACTN1"
"COL17A1","ACTN4"
"COL17A1","DSP"
"COL17A1","PPL"
"COL18A1","GPC4"
"COL1A1","CAPN1"
"COL1A1","CD44"
"COL1A1","COL7A1"
"COL1A1","DCN"
"COL1A1","MATN2"
"COL1A1","NID1"
"COL1A1","P4HB"
"COL1A1","PAK1"
"COL1A1","PDGFB"
"COL1A1","SPARC"
"COL1A1","TGFBI"
"COL1A1","VWF"
"COL1A2","APP"
"COL1A2","CD44"
"COL1A2","DCN"
"COL1A2","ITGB3"
"COL1A2","ITPKC"
"COL1A2","LUM"
"COL1A2","RGS19"
"COL1A2","SPARC"
"COL1A2","TGFBI"
"COL1A2","VWF"
"COL2A1","ANXA5"
"COL2A1","BGN"
"COL2A1","COL9A2"
"COL2A1","TGFBI"
"COL3A1","PCOLCE"
"COL3A1","SPARC"
"COL3A1","THBS1"
"COL4A1","APP"
"COL4A1","COL4A2"
"COL4A1","COL7A1"
"COL4A1","MATN2"
"COL4A1","NID1"
"COL4A1","OSM"
"COL4A2","ANTXR2"
"COL4A2","CSNK2B"
"COL4A2","FAM46A"
"COL4A2","MATN2"
"COL4A2","TK1"
"COL4A3","DCN"
"COL4A3","TGFBI"
"COL4A3","USH2A"
"COL4A3BP","ITGB3BP"
"COL4A4","ANTXR2"
"COL4A4","FN1"
"COL4A5","ANXA7"
"COL4A5","APP"
"COL4A5","FN1"
"COL4A5","OSM"
"COL4A6","APP"
"COL4A6","MATN2"
"COL5A1","LGALS3BP"
"COL5A1","THBS1"
"COL7A1","FBXL2"
"COL7A1","HSPA8"
"COL7A1","LAMA5"
"COL8A1","EFEMP2"
"COLQ","ACHE"
"COMT","LITAF"
"COMT","XRN2"
"COPA","ARFGAP1"
"COPB1","KCNK3"
"COPB1","KDELR1"
"COPB1","TRIM37"
"COPB1","UBQLN4"
"COPB1","USO1"
"COPB2","PRKCE"
"COPE","CBL"
"COPG2","PTGES3"
"COPS3","COPS2"
"COPS3","COPS4"
"COPS3","COPS5"
"COPS3","COPS6"
"COPS3","COPS7A"
"COPS3","CUL5"
"COPS3","GPS1"
"COPS3","IKBKG"
"COPS4","CCDC85B"
"COPS4","COPS2"
"COPS4","COPS5"
"COPS4","MBIP"
"COPS5","COPS2"
"COPS5","GPS1"
"COPS6","C1orf174"
"COPS6","CDKN1A"
"COPS6","CDKN2C"
"COPS6","COPS4"
"COPS6","CUL1"
"COPS6","EP300"
"COPS6","ERH"
"COPS6","GPS1"
"COPS6","MAPKAPK3"
"COPS6","MIF"
"COPS6","ORAI2"
"COPS6","PRKRA"
"COPS6","RBX1"
"COPS6","STX5"
"COPS7B","PMF1"
"COPS8","COPS2"
"COPS8","COPS5"
"COX5A","COPS6"
"CPE","POLDIP2"
"CPE","RPA1"
"CPNE4","BCOR"
"CPNE6","AK5"
"CPNE6","ANXA7"
"CPNE6","MAPK11"
"CPNE7","CALCOCO2"
"CPSF1","MCM2"
"CPSF1","POLR2A"
"CPSF1","TAF12"
"CPSF1","TAF5"
"CPSF1","TAF7"
"CPSF3L","MDFI"
"CPSF6","PLSCR1"
"CPSF6","WWP1"
"CRADD","RIPK1"
"CRB3","INADL"
"CRCT1","IGSF21"
"CREB1","CREM"
"CREB1","GLI2"
"CREB1","PDX1"
"CREB1","SRF"
"CREB1","YY1"
"CREB3","CEBPG"
"CREB3","DDIT3"
"CREB3","HCFC1"
"CREB3L1","NFIL3"
"CREB3L3","CREB3L4"
"CREB3L3","NFIL3"
"CREBBP","CNOT3"
"CREBBP","CREM"
"CREBBP","CRX"
"CREBBP","CTBP1"
"CREBBP","EGR1"
"CREBBP","ELF3"
"CREBBP","EP300"
"CREBBP","ETS1"
"CREBBP","ETS2"
"CREBBP","GCM1"
"CREBBP","GLI3"
"CREBBP","HIF1A"
"CREBBP","HLF"
"CREBBP","HMGA1"
"CREBBP","HOXB1"
"CREBBP","HOXB2"
"CREBBP","HOXB4"
"CREBBP","HOXB7"
"CREBBP","HOXB9"
"CREBBP","HSF1"
"CREBBP","JDP2"
"CREBBP","KAT2A"
"CREBBP","KLF13"
"CREBBP","KLF4"
"CREBBP","MAFG"
"CREBBP","MBD2"
"CREBBP","MLL"
"CREBBP","MYB"
"CREBBP","NCOA1"
"CREBBP","NCOA2"
"CREBBP","NCOA6"
"CREBBP","NFATC2"
"CREBBP","NFATC4"
