"cause","effect"
"CALM1","CCND1"
"CALM1","CSNK2A1"
"CALM1","CSNK2A2"
"CALM1","DDX5"
"CALM1","EGFR"
"CALM1","KRAS"
"CALM1","LYST"
"CALM1","MYO5A"
"CALM1","NRGN"
"CALM1","RRAD"
"CALM1","SNCA"
"CALM1","TNNI2"
"CALM1","TRPV6"
"CALM2","EDF1"
"CALM3","EDF1"
"CALR","ARRB1"
"CALR","B2M"
"CALR","GABARAP"
"CALR","LPL"
"CALR","MAPK6"
"CALR","SLC2A1"
"CALR","TAPBP"
"CALR","TRAF6"
"CAMK1","EIF4G3"
"CAMK1","HDAC5"
"CAMK2A","CDK5R2"
"CAMK2A","DAPK2"
"CAMK2A","PPM1F"
"CAMK2D","VIM"
"CAMK2G","MYLK"
"CAMK2G","PLCB3"
"CAMKK1","YWHAG"
"CAMLG","LAT2"
"CAMP","CTSG"
"CAMP","PRTN3"
"CANX","CFTR"
"CANX","EBI3"
"CANX","FSHR"
"CANX","LRP1"
"CANX","MBTPS1"
"CANX","PDIA3"
"CANX","PRKCSH"
"CANX","SMURF2"
"CAP1","CFL1"
"CAPN1","ACTN2"
"CAPN1","CAPNS1"
"CAPN1","CBL"
"CAPN1","CDK5R1"
"CAPN1","FHL2"
"CAPN1","SPTAN1"
"CAPN1","TINAGL1"
"CAPN2","CDK5R1"
"CAPN2","PTPN1"
"CAPN2","TNS1"
"CAPNS1","ARHGEF6"
"CAPNS1","CDK4"
"CAPNS1","RAB1A"
"CAPRIN1","AKAP10"
"CAPZA1","ACTB"
"CAPZA1","CD2AP"
"CARD11","PIK3R2"
"CARD14","TRIP13"
"CARD8","IKBKG"
"CARD9","CCDC85B"
"CASK","ATP2B4"
"CASK","CNTNAP2"
"CASK","DLG4"
"CASK","EPB41"
"CASK","FCHSD2"
"CASK","GRIN2A"
"CASK","KCNA4"
"CASK","KCNJ4"
"CASK","LIN7A"
"CASK","LIN7B"
"CASK","PARK2"
"CASK","TSPYL2"
"CASP1","ATN1"
"CASP1","ATXN3"
"CASP1","BID"
"CASP1","HTT"
"CASP1","LMNA"
"CASP1","MAPT"
"CASP1","PAK1"
"CASP1","PSEN2"
"CASP10","DEDD2"
"CASP10","RB1"
"CASP2","CASP10"
"CASP2","CASP7"
"CASP2","EEF1A1"
"CASP2","KPNA2"
"CASP2","NOD1"
"CASP2","NOL3"
"CASP2","RB1"
"CASP3","ADD1"
"CASP3","ATN1"
"CASP3","BIRC6"
"CASP3","CDC27"
"CASP3","CTNNB1"
"CASP3","DCTN1"
"CASP3","DEDD"
"CASP3","DFFA"
"CASP3","EIF2S1"
"CASP3","EIF3J"
"CASP3","HMGB1"
"CASP3","HTT"
"CASP3","NEDD4"
"CASP3","PKN1"
"CASP3","PKN2"
"CASP3","PTBP1"
"CASP3","RABEP1"
"CASP3","RAD51"
"CASP3","SARS2"
"CASP3","SRP72"
"CASP3","STK24"
"CASP3","STK3"
"CASP3","STK4"
"CASP3","USO1"
"CASP3","VIM"
"CASP4","APAF1"
"CASP4","APP"
"CASP4","CASP3"
"CASP4","NOD1"
"CASP4","PLA2G4A"
"CASP4","PSEN1"
"CASP4","SERPINB9"
"CASP6","CASP10"
"CASP6","RB1"
"CASP7","PSIP1"
"CASP7","RAD51"
"CASP7","RB1"
"CASP7","VIM"
"CASP8","CASP10"
"CASP8","CASP6"
"CASP8","CDKN1B"
"CASP8","CHD3"
"CASP8","CRADD"
"CASP8","DEDD2"
"CASP8","IKBKB"
"CASP8","IKBKG"
"CASP8","MAP1LC3B"
"CASP8","NOL3"
"CASP8","PARP2"
"CASP8","PCYT1A"
"CASP8","PEA15"
"CASP8","PIAS1"
"CASP8","STK24"
"CASP8","SUMO1"
"CASP9","BCL2L1"
"CASP9","CASP10"
"CASP9","MAPK1"
"CASP9","NLRP1"
"CASP9","PRKCZ"
"CASR","FLNA"
"CASR","PRKCA"
"CASR","PRKCB"
"CASR","PRKCG"
"CASR","RNF19A"
"CAT","ABL2"
"CATSPER1","EFEMP2"
"CATSPER1","MDFI"
"CAV1","APP"
"CAV1","BMX"
"CAV1","CSK"
"CAV1","CSNK2A2"
"CAV1","EGFR"
"CAV1","FLOT2"
"CAV1","GJA1"
"CAV1","GRB7"
"CAV1","INSR"
"CAV1","MALL"
"CAV1","NEU3"
"CAV1","NOS2"
"CAV1","NOS3"
"CAV1","PTGS2"
"CAV1","PTPN1"
"CAV1","PTPRF"
"CAV1","RAC1"
"CAV1","RCVRN"
"CAV1","RHOA"
"CAV1","SRC"
"CAV1","STRN4"
"CAV1","TGFBR1"
"CAV2","CAV1"
"CAV2","MALL"
"CAV3","DYSF"
"CAV3","SLC8A1"
"CBFA2T3","HDAC1"
"CBFB","RUNX1"
"CBL","ABL1"
"CBL","BLK"
"CBL","ITCH"
"CBL","NOTCH1"
"CBL","PRKCA"
"CBL","PSMC1"
"CBL","SLA"
"CBL","SORBS2"
"CBL","TRAF6"
"CBL","UBASH3B"
"CBL","UBE2D2"
"CBL","UBE2G1"
"CBL","UBE2G2"
"CBL","VAV2"
"CBL","YWHAG"
"CBL","YWHAQ"
"CBL","YWHAZ"
"CBLB","HCK"
"CBLB","NEDD4"
"CBLB","SH3KBP1"
"CBR3","RAB35"
"CBX1","CBX3"
"CBX1","CHAF1A"
"CBX1","SUV39H1"
"CBX1","TRIM24"
"CBX4","FHL1"
"CBX4","MED9"
"CBX4","RB1"
"CBX4","RING1"
"CBX5","CBX3"
"CBX5","HIST3H3"
"CBX8","RING1"
"CCBP2","CCL11"
"CCBP2","CCL13"
"CCBP2","CCL19"
"CCBP2","CCL3"
"CCBP2","CCL4"
"CCBP2","CCL5"
"CCBP2","CCL7"
"CCDC113","GIT1"
"CCDC113","HAP1"
"CCDC116","CCDC85B"
"CCDC120","CCDC85B"
"CCDC120","MDFI"
"CCDC120","USHBP1"
"CCDC136","COIL"
"CCDC53","OPTN"
"CCDC85B","C19orf25"
"CCDC85B","C20orf195"
"CCDC85B","FAM50B"
"CCDC85B","NDUFA5"
"CCDC85B","PKN1"
"CCDC85B","PLOD3"
"CCDC85B","POLR2L"
"CCDC85B","RBM7"
"CCDC85B","RNF8"
"CCDC85B","SF3A3"
"CCDC85B","ZFP36"
"CCDC90B","BTBD2"
"CCDC90B","CDKN2C"
"CCDC90B","NIPSNAP3A"
"CCDC90B","RNF10"
"CCHCR1","POLR2C"
"CCK","ENPEP"
"CCK","MEP1A"
"CCKAR","CCK"
"CCL13","MMP3"
"CCL16","CCR5"
"CCL18","TLE1"
"CCL19","CCL22"
"CCL19","CXCL13"
"CCL2","CCR1"
"CCL2","MMP1"
"CCL2","MMP3"
"CCL2","VCAN"
"CCL21","CTSD"
"CCL21","IGFBP7"
"CCL22","VCAM1"
"CCL25","CCR10"
"CCL3","SRGN"
"CCL4","CCL3"
"CCL4","CCR1"
"CCL4","CCR5"
"CCL4","IL8"
"CCL5","CCR5"
"CCL5","IGFBP7"
"CCL5","SDC4"
"CCL7","AES"
"CCL7","CCR1"
"CCL7","CCR5"
"CCL8","CCR1"
"CCL8","CCR5"
"CCNA2","HIRA"
"CCNA2","RBL1"
"CCNA2","RBL2"
"CCNB1","CDC25A"
"CCNB1","CDC25C"
"CCNB1","GADD45G"
"CCNB1","HERC5"
"CCNB1","ITPR1"
"CCNB1","PBK"
"CCNB1","PCNA"
"CCNB1","PLK1"
"CCNB1","RALBP1"
"CCNB2","CDK2"
"CCNB2","MCM2"
"CCNC","CDK8"
"CCNC","MED8"
"CCND1","MCM10"
"CCND1","RBL2"
"CCND1","RFC1"
"CCND2","RB1"
"CCND3","RBL2"
"CCNE1","CCT4"
"CCNE1","COIL"
"CCNE1","CUL3"
"CCNE1","SKP2"
"CCNE2","CDKN1C"
"CCNG1","CDKN2A"
"CCNH","CDK2"
"CCNH","CDK7"
"CCNH","CDK8"
"CCNH","GTF2E2"
"CCNK","CDK2"
"CCNK","CDK9"
"CCNK","DVL3"
"CCNK","POLR2A"
"CCNK","RBPMS"
"CCNL2","DYRK1A"
"CCR1","JAK1"
"CCR10","CXCL13"
"CCR4","CCL22"
"CCR5","ARRB1"
"CCR5","CXCR4"
"CCR5","GNAI2"
"CCR5","ORM1"
"CCR5","PTK2"
"CCR9","CCL25"
"CCRL1","CCL21"
"CCRL1","CCL7"
"CCRL1","CCL8"
"CCRL1","CXCL13"
"CCS","SOD1"
"CCT3","PAFAH1B2"
"CCT3","SSSCA1"
"CCT3","VHL"
"CCT5","HDAC3"
"CCT5","IKBKAP"
"CCT5","TBC1D17"
"CCT7","ANXA7"
"CCT7","ATP5C1"
"CCT7","SSSCA1"
"CD19","CBL"
"CD19","CD22"
"CD19","CD79A"
"CD19","GRB2"
"CD19","SOS1"
"CD19","SYK"
"CD19","VAV1"
"CD19","VAV2"
"CD1D","B2M"
"CD1D","CD74"
"CD1D","P4HB"
"CD2","CD2BP2"
"CD2","PSTPIP1"
"CD22","ATP2B4"
"CD22","GRB2"
"CD226","ITGB2"
"CD244","SH2D1A"
"CD247","CD2"
"CD247","DOCK2"
"CD247","FYN"
"CD247","GAB2"
"CD247","GRB2"
"CD247","LCK"
"CD247","PTPRC"
"CD247","SH2B3"
"CD247","SHC1"
"CD247","SLA2"
"CD247","TIRAP"
"CD247","TRAT1"
"CD27","TRAF2"
"CD28","CD4"
"CD28","CD86"
"CD28","LCK"
"CD28","NSF"
"CD28","PIK3CG"
"CD28","PIK3R1"
"CD28","PIK3R2"
"CD28","PLCG1"
"CD28","PTPRC"
"CD2AP","ARRB1"
"CD2AP","PKD2"
"CD2AP","PSTPIP1"
"CD36","FYN"
"CD36","ITGB3"
"CD36","LYN"
"CD36","MATK"
"CD36","SRC"
"CD38","CD4"
"CD3EAP","TAF1A"
"CD3G","CD3E"
"CD4","BTRC"
"CD4","CD2"
"CD4","CD5"
"CD4","CXCL12"
"CD4","CXCR4"
"CD4","IL16"
"CD4","LCK"
"CD4","PIK3R1"
"CD4","PIP"
"CD4","PTPRC"
"CD40","CAV1"
"CD40","CBL"
"CD40","HSPA4"
"CD40","JAK3"
"CD40","RIPK2"
"CD44","CD4"
"CD44","CD74"
"CD44","COL1A1"
"CD44","COL1A2"
"CD44","CSK"
"CD44","EPB41"
"CD44","EZR"
"CD44","HMMR"
"CD44","NF2"
"CD44","PKN1"
"CD44","SPP1"
"CD44","SRGN"
"CD44","TGFBR2"
"CD44","TIAM1"
"CD46","LLGL1"
"CD46","YES1"
"CD47","BNIP3"
"CD47","GNAI1"
"CD47","ITGAV"
"CD47","PTK2"
"CD48","CD2"
"CD5","CSNK2A1"
"CD5","PRKCB"
"CD53","CD2"
"CD53","CD4"
"CD53","CD9"
"CD58","HERPUD1"
"CD63","ITGA6"
"CD7","CTSL1"
"CD74","MIF"
"CD79A","CD5"
"CD79B","FYN"
"CD79B","PTK2"
"CD81","SHC1"
"CD86","CTLA4"
"CD8A","LCK"
"CD9","CD19"
"CD9","CD36"
"CD9","CD38"
"CD9","CD81"
"CD9","PRKCA"
"CD93","C1QA"
"CD93","COL1A1"
"CD93","COL1A2"
"CD93","COL4A1"
"CD93","COL4A2"
"CD93","COL4A4"
"CD93","COL4A5"
"CD93","MSN"
"CD97","CD55"
"CD99","FTH1"
"CD99","KPNB1"
"CD99","TRIP13"
"CDC20","APC"
"CDC20","CCNA2"
"CDC20","PTTG1"
"CDC25A","BTRC"
"CDC25A","CCNA1"
"CDC25A","CCNE1"
"CDC25B","CSNK2A1"
"CDC25B","MELK"
"CDC25C","CCNA2"
"CDC25C","LZTS1"
"CDC25C","MAPK14"
"CDC25C","NEDD4"
"CDC25C","PCNA"
"CDC25C","PKN1"
"CDC25C","PLK3"
"CDC34","ZFAND6"
"CDC37","CDK2"
"CDC37","GCH1"
"CDC42EP1","FHL3"
"CDC5L","PLRG1"
"CDC6","CCNA2"
"CDC6","CDKN2A"
"CDC6","PCNA"
"CDC7","CDKN2A"
"CDCA3","CTDSP1"
"CDH1","CASP3"
"CDH1","CSNK2A1"
"CDH1","CTNNB1"
"CDH1","IQGAP1"
"CDH1","IRS1"
"CDH1","PKD1"
"CDH1","RRM2"
"CDH15","BOC"
"CDH15","CTNNA1"
"CDH2","CDH11"
"CDH24","CTNNB1"
"CDH5","CSK"
"CDH5","CTNNA1"
"CDH5","CTNNB1"
"CDH5","PKP4"
"CDH5","VIM"
"CDK2","CCNH"
"CDK2","COIL"
"CDK2","MNDA"
"CDK2","RB1"
"CDK2","RBL1"
"CDK2AP2","EED"
"CDK4","CCND2"
"CDK4","CCND3"
"CDK4","CDKN2C"
"CDK4","MCM2"
"CDK4","RB1"
"CDK5","C1orf61"
"CDK5","CCND2"
"CDK5","CCNG1"
"CDK5","CDK5RAP1"
"CDK5","CSNK1D"
"CDK5","PCNA"
"CDK5","SET"
"CDK5R1","CDK5"
"CDK5R1","CDK9"
"CDK5R1","SET"
"CDK5R2","CDK5"
"CDK5RAP1","EXOSC3"
"CDK5RAP2","STK36"
"CDK5RAP2","TBC1D4"
"CDK5RAP2","ZNF259"
"CDK5RAP3","CDK5R1"
"CDK6","CCND1"
"CDK6","CCND2"
"CDK6","CDKN1A"
"CDK6","CDKN2A"
"CDK6","MCM10"
"CDK6","PCNA"
"CDK6","RB1"
"CDK7","ERCC2"
"CDK7","ERCC3"
"CDK7","GTF2H2"
"CDK7","MNAT1"
"CDK9","CCNT1"
"CDK9","CDC34"
"CDK9","HEXIM1"
"CDK9","HTATSF1"
"CDK9","MED21"
"CDK9","POLR2A"
"CDK9","RB1"
"CDK9","SKP2"
"CDK9","STK36"
"CDK9","SUPT5H"
"CDKN1A","CCNA1"
"CDKN1A","CDK6"
"CDKN1A","MED31"
"CDKN1A","OTUB1"
"CDKN1A","RAB1A"
"CDKN1A","RB1"
"CDKN1A","SET"
"CDKN1A","TAF5L"
"CDKN1A","TLE1"
"CDKN1B","CCNA1"
"CDKN1B","CCND2"
"CDKN1B","CDK2"
"CDKN1B","CDK5"
"CDKN1B","CDKN1A"
"CDKN1B","SKP2"
"CDKN1B","XPO1"
"CDKN1B","YWHAB"
"CDKN1B","YWHAG"
"CDKN1B","YWHAH"
"CDKN2A","GMNN"
"CDKN2C","CDKN2A"
"CDKN3","CDC25A"
"CDT1","CCNA2"
"CDT1","GMNN"
"CDT1","MCM6"
"CDX2","CDK2"
"CDX2","HNF1A"
"CDX2","PAX6"
"CDYL","HDAC1"
"CEBPA","ATF2"
"CEBPA","CEBPD"
"CEBPA","GATA2"
"CEBPA","MSX2"
"CEBPA","NFYA"
"CEBPA","RB1"
"CEBPA","RBL1"
"CEBPA","RFC1"
"CEBPA","SOX8"
"CEBPB","ATF2"
"CEBPB","CEBPA"
"CEBPB","CEBPD"
"CEBPB","CREB1"
"CEBPB","CREBBP"
"CEBPB","ELK1"
"CEBPB","EP300"
"CEBPB","HMGA1"
"CEBPB","HMGB1"
"CEBPB","HSF1"
"CEBPB","MED23"
"CEBPB","MYB"
"CEBPB","MYC"
"CEBPB","RB1"
"CEBPB","RUNX1"
"CEBPB","SMARCA4"
"CEBPB","SMARCB1"
"CEBPB","SP1"
"CEBPB","SPIB"
"CEBPB","SRF"
"CEBPB","TRIM28"
"CEBPD","CEBPE"
"CEBPE","E2F1"
"CEBPE","LDOC1"
"CEBPE","MLLT6"
"CEBPE","SPI1"
"CEBPG","FOSL2"
"CEBPG","NFIL3"
"CEBPZ","UBE3A"
"CELSR1","PSAP"
"CELSR2","GARS"
"CELSR3","CUL9"
"CELSR3","DST"
"CELSR3","IFT140"
"CELSR3","SGSM2"
"CELSR3","SPTBN4"
"CELSR3","TRIP12"
"CENPB","ANXA7"
"CENPB","CDKN1A"
"CENPB","CSNK2B"
"CENPB","PIN1"
"CENPB","TK1"
"CENPE","PLCB3"
"CENPJ","LAG3"
"CENPJ","YWHAG"
"CENPT","PAWR"
"CEP250","NEK2"
"CEP55","AKAP9"
"CEP57","MEGF10"
"CEP57","UIMC1"
"CEP70","CCDC85B"
"CEP70","CDC73"
"CEP70","COIL"
"CEP70","MCM10"
"CEP70","TRIM29"
"CEP76","MAGEA11"
"CEP76","PAICS"
"CFH","THBS1"
"CFL1","ATXN1"
"CFL1","LIMK1"
"CFL1","WDR1"
"CFL1","YWHAG"
"CFLAR","BCL2L1"
"CFLAR","CASP10"
"CFLAR","CASP3"
"CFLAR","IKBKB"
"CFLAR","RIPK2"
"CFTR","DNAJA1"
"CFTR","PPP2R1B"
"CFTR","PRKACA"
"CFTR","PRKCA"
"CFTR","SLC9A3R2"
"CGA","PTPN12"
"CHAF1A","TRIM28"
"CHAF1B","CDK2"
"CHAT","CAMK2A"
"CHAT","PRKCE"
"CHCHD3","CCDC85B"
"CHD1","HDAC1"
"CHD3","CTBP1"
"CHD3","FAM134A"
"CHD3","GPS2"
"CHD3","KPNA2"
"CHD3","MAN2A2"
"CHD3","PIAS4"
"CHD3","SAFB"
"CHD3","SERBP1"
"CHD3","SIRT6"
"CHD3","SUMO1"
"CHD3","SUMO2"
"CHD3","TRIM28"
"CHD3","UBA3"
"CHD3","UBE2I"
"CHEK1","CDC25A"
"CHEK1","CDC25C"
"CHEK2","ASF1A"
"CHEK2","CDC25A"
"CHEK2","CDC25C"
"CHEK2","ERCC6"
"CHEK2","KPNA2"
"CHEK2","MSH2"
"CHEK2","PLK1"
"CHEK2","PLK3"
"CHEK2","PPP2R5A"
"CHEK2","PPP2R5C"
"CHEK2","PPP2R5E"
"CHEK2","RAD9A"
"CHEK2","TSSK1B"
"CHFR","AURKA"
"CHFR","BRD4"
"CHFR","EEF1G"
"CHGB","CDKN1A"
"CHGB","POLR2E"
"CHMP1A","CHMP1B"
"CHMP1B","CHMP5"
"CHMP1B","RASSF7"
"CHMP2B","ATP5C1"
"CHMP2B","CENPF"
"CHMP2B","DPY30"
"CHMP4A","CHMP4B"
"CHMP4B","CHMP5"
"CHMP4B","EXOSC9"
"CHMP4B","PIAS2"
"CHMP4B","UBE2I"
"CHMP4C","VPS4A"
"CHN1","CDK5"
"CHN1","CDK5R1"
"CHN1","RPS3A"
"CHRD","ATN1"
"CHRM1","GNAI2"
"CHRM1","GPRASP1"
"CHRM2","GRK5"
"CHRM3","ARF1"
"CHRM3","GRK6"
"CHRM3","GZMB"
"CHRM4","EEF1A2"
"CHRM4","GPRASP1"
"CHRNA1","CHRND"
"CHRNA4","VSNL1"
"CHRNA7","PIK3R1"
"CHRNB1","COPS6"
"CHUK","DSP"
"CHUK","FKBP5"
"CHUK","HIST3H3"
"CHUK","IKBKAP"
"CHUK","PBXIP1"
"CHUK","PEBP1"
"CHUK","TANK"
"CHUK","TRAF3IP2"
"CIB1","PLK2"
"CIB1","PRKDC"
"CIB1","RAC3"
"CIC","GABPB1"
"CIITA","HDAC4"
"CIT","DISC1"
"CKAP5","AURKA"
"CKB","ILK"
"CKM","FHL2"
"CKS1B","CDK2"
"CLDN1","INADL"
"CLEC3B","RPS6KA6"
"CLEC3B","TK1"
"CLEC5A","TYROBP"
"CLIC1","AKAP9"
"CLINT1","CLTC"
"CLK1","GOLM1"
"CLNS1A","ACTB"
"CLNS1A","EPB41"
"CLNS1A","EPB41L3"
"CLOCK","ARNTL2"
"CLSTN1","MCM3AP"
"CLSTN1","SETDB1"
"CLTB","HIP1"
"CLTC","EPN1"
"CLTC","HGS"
"CLTC","NCALD"
"CLTC","PICALM"
"CLTC","SCYL2"
"CLTC","SNX9"
"CLTC","TNK2"
"CLTC","VCL"
"CLU","C7"
"CLU","TGFBR1"
"CLUAP1","MAGEA11"
"CMA1","SERPINA3"
"CMTM3","MAPK1"
"CMTM6","DUSP10"
"CMTM6","SUMO2"
"CNKSR1","ARHGEF1"
"CNKSR1","RHPN1"
"CNNM3","RBPMS"
"CNOT2","CNOT3"
"CNOT4","CNOT8"
"CNOT6","CNOT8"
"CNOT7","BTG3"
"CNOT7","CDK2"
"CNOT7","CDK4"
"CNPY4","ARL4D"
"CNR1","GNA15"
"CNR1","GNAI2"
"CNTFR","APPBP2"
"CNTFR","HN1L"
"CNTFR","LIFR"
"CNTNAP1","FYN"
"CNTNAP2","EPB41L3"
"CNTNAP2","KCNA2"
"CNTNAP4","APBA1"
"COG2","COG4"
"COG5","MEFV"
"COIL","CDK2"
"COIL","SART3"
"COIL","TGS1"
"COL13A1","FN1"
"COL13A1","SPARC"
"COL17A1","ACTN1"
"COL17A1","PPL"
"COL18A1","CTSL1"
"COL18A1","GPC4"
"COL1A1","CAPN1"
"COL1A1","CD44"
"COL1A1","DCN"
"COL1A1","MATN2"
"COL1A1","NID1"
"COL1A1","P4HB"
"COL1A1","PAK1"
"COL1A1","SPARC"
"COL1A1","TGFBI"
"COL1A2","CD44"
"COL1A2","DCN"
"COL1A2","ITGA2B"
"COL1A2","ITPKC"
"COL1A2","LUM"
"COL1A2","P4HB"
"COL1A2","SHBG"
"COL1A2","SPARC"
"COL1A2","TGFBI"
"COL2A1","BGN"
"COL2A1","COL6A1"
"COL2A1","COL9A2"
"COL2A1","LOXL4"
"COL2A1","PCOLCE"
"COL2A1","SPARC"
"COL3A1","PCOLCE"
"COL3A1","SPARC"
"COL4A1","ACHE"
"COL4A1","APP"
"COL4A1","COL4A2"
"COL4A1","MATN2"
"COL4A1","NID1"
"COL4A1","OSM"
"COL4A2","ANTXR2"
"COL4A2","ANXA7"
"COL4A2","DAZAP2"
"COL4A2","MATN2"
"COL4A2","TK1"
"COL4A3","DCN"
"COL4A3","MATN2"
"COL4A3","OSM"
"COL4A3","USH2A"
"COL4A4","OSM"
"COL4A5","CDKN1A"
"COL4A5","OSM"
"COL4A5","RNF10"
"COL4A6","MATN2"
"COL5A1","LGALS3BP"
"COL6A1","DNAJB11"
"COL7A1","FBXL2"
"COL7A1","HSPA8"
"COL7A1","LAMA5"
"COL8A1","KLHL12"
"COL8A1","VCL"
"COMT","TRIP13"
"COMT","XRN2"
"COPA","ARFGAP1"
"COPA","TMED2"
"COPB1","KCNK3"
"COPB1","KDELR1"
"COPB1","TRIM37"
"COPB1","USO1"
"COPE","CBL"
"COPG2","PTGES3"
"COPS3","COPS2"
"COPS3","COPS4"
"COPS3","COPS5"
"COPS3","COPS6"
"COPS3","CUL5"
"COPS3","IKBKG"
"COPS4","CCDC85B"
"COPS4","COPS2"
"COPS4","COPS5"
"COPS4","MBIP"
"COPS5","COPS2"
"COPS5","GFER"
"COPS5","GPS1"
"COPS6","ANXA7"
"COPS6","COPS2"
"COPS6","COPS4"
"COPS6","COX17"
"COPS6","CUL1"
"COPS6","DLEU1"
"COPS6","EP300"
"COPS6","ERH"
"COPS6","MNAT1"
"COPS6","PRKRA"
"COPS6","PSMD11"
"COPS6","RBX1"
"COPS6","STX5"
"COPS7A","COPS5"
"COPS7A","GPS1"
"COPS7B","PMF1"
"COPS8","COPS2"
"COPS8","COPS5"
"COX17","COPS6"
"CP","PLG"
"CPE","BDNF"
"CPE","GTF3C1"
"CPE","POLDIP2"
"CPE","RPA1"
"CPE","UTP14A"
"CPNE2","BCOR"
"CPNE2","CDKN1A"
"CPNE4","BCOR"
"CPNE6","AK5"
"CPNE6","MAPK11"
"CPNE7","CALCOCO2"
"CPSF1","POLR2A"
"CPSF1","TAF12"
"CPSF3","POLR2A"
"CPSF3L","MDFI"
"CPSF3L","TRIP13"
"CPSF6","WWP1"
"CRB3","INADL"
"CREB1","GLI2"
"CREB3","DDIT3"
"CREB3L1","NFIL3"
"CREB3L3","CREB3L4"
"CREBBP","ATF1"
"CREBBP","CEBPD"
"CREBBP","CITED2"
"CREBBP","CNOT3"
"CREBBP","CREM"
"CREBBP","CTBP1"
"CREBBP","DACH1"
"CREBBP","EBF1"
"CREBBP","ELF3"
"CREBBP","EP300"
"CREBBP","ETS1"
"CREBBP","ETS2"
"CREBBP","GLI3"
"CREBBP","GTF2B"
"CREBBP","HOXB9"
"CREBBP","HOXD4"
"CREBBP","HSF1"
"CREBBP","KAT2A"
"CREBBP","KLF13"
"CREBBP","KLF4"
"CREBBP","KLF5"
"CREBBP","MAF"
"CREBBP","MAFG"
"CREBBP","MLL"
"CREBBP","MYB"
"CREBBP","NCOA1"
"CREBBP","NCOA2"
"CREBBP","NCOA3"
"CREBBP","NCOA6"
"CREBBP","NFATC2"
"CREBBP","NFATC4"
"CREBBP","NFIA"
"CREBBP","NPAS2"
"CREBBP","POLR2A"
"CREBBP","POU2F3"
"CREBBP","RXRG"
"CREBBP","SERTAD2"
"CREBBP","SMAD3"
"CREBBP","SNIP1"
"CREBBP","SRCAP"
"CREBBP","SREBF1"
"CREBBP","SRF"
"CREBBP","TACC2"
"CREBBP","TGS1"
"CREBBP","THRA"
"CREBBP","TP53"
"CREBBP","TRAM2"
"CREBBP","TRERF1"
"CREBBP","TRIP10"
"CREBBP","TRIP4"
"CREBBP","UBTF"
"CREBBP","ZBTB17"
"CREBBP","ZBTB2"
"CREG1","RB1"
"CREG1","RBL1"
"CRELD1","ATP5J2"
"CRELD1","COPS6"
"CREM","ATF1"
"CREM","CREB3L3"
"CREM","CREBBP"
"CREM","KCNIP3"
"CREM","NFIL3"
"CREM","SPI1"
"CRHR1","CALM1"
"CRHR1","GNAO1"
"CRHR2","UCN"
"CRHR2","UCN2"
"CRIPT","INADL"
"CRIPT","TUBB2A"
"CRK","BCAR1"
"CRK","CBL"
"CRK","DOCK1"
"CRK","EGFR"
"CRK","EPS15"
"CRK","FYN"
"CRK","GAB1"
"CRK","IRS2"
"CRK","REPS1"
"CRK","SH3BP1"
"CRK","XPO1"
"CRKL","ABL1"
"CRKL","BCAR1"
"CRKL","CBL"
"CRKL","CD34"
"CRKL","EVL"
"CRKL","GRB2"
"CRKL","INSR"
"CRKL","KIDINS220"
"CRKL","LYN"
"CRKL","MAP4K1"
"CRKL","PIK3R1"
"CRKL","PXN"
"CRKL","RAPGEF1"
"CRKL","SHC1"
"CRKL","SOS1"
"CRMP1","ANXA7"
"CRMP1","ARL15"
"CRMP1","CCDC106"
"CRMP1","CCT7"
"CRMP1","CDK5RAP2"
"CRMP1","DDX18"
"CRMP1","EEF1D"
"CRMP1","FTH1"
"CRMP1","HNRNPUL1"
"CRMP1","HTT"
"CRMP1","MAPK8IP2"
"CRMP1","MCM3AP"
"CRMP1","MRPS12"
"CRMP1","PAFAH1B3"
"CRMP1","PSMD11"
"CRMP1","RPS6KA5"
"CRMP1","SERPINB9"
"CRMP1","TK1"
"CRMP1","TRIP13"
"CRMP1","ZAK"
"CRP","FCGR2A"
"CRP","FN1"
"CRP","GP6"
"CRP","HIST1H2AL"
"CRX","RAX2"
"CRY1","MDFI"
"CRY1","PER2"
"CRY2","PER1"
"CRY2","PER2"
"CRYAA","BCL2L1"
"CRYAA","MIP"
"CRYAB","HSPB1"
"CRYM","C7orf25"
"CSAD","ANXA7"
"CSAD","CDKN1A"
"CSE1L","TMEM62"
"CSE1L","YWHAG"
"CSF1","SOCS1"
"CSF1R","CSF1"
"CSF1R","FYN"
"CSF1R","INPP5D"
"CSF1R","PIK3R1"
"CSF1R","PIK3R2"
"CSF1R","RASA1"
"CSF1R","SHC1"
"CSF1R","SOS1"
"CSF1R","YES1"
"CSF2RA","CHUK"
"CSF2RA","IKBKB"
"CSF2RA","KIT"
"CSF2RA","LYN"
"CSF2RA","PIK3R1"
"CSF2RB","CISH"
"CSF2RB","FES"
"CSF2RB","GNB2L1"
"CSF2RB","JAK2"
"CSF2RB","KDR"
"CSF2RB","PRKCB"
"CSF2RB","PTPN11"
"CSF2RB","SYK"
"CSF3R","FTH1"
"CSF3R","GRB2"
"CSF3R","INPP5D"
"CSF3R","SYK"
"CSK","GJA1"
"CSK","GSN"
"CSK","HCK"
"CSK","MAPK15"
"CSK","PTPN12"
"CSK","RB1"
"CSNK1A1","ACTB"
"CSNK1A1","CTNNB1"
"CSNK1A1","HMGB1"
