"cause","effect"
"C5AR1","ARRB2"
"C5AR1","GNAI2"
"C5AR1","WAS"
"C7orf25","BRD4"
"C7orf25","CEP70"
"C8orf33","ALAS1"
"C8orf33","CRELD2"
"C8orf33","DVL3"
"C8orf33","FEZ1"
"C8orf33","HAP1"
"C8orf48","CCDC85B"
"C9orf114","CSNK2B"
"CA12","DAXX"
"CA2","DYNLL1"
"CA2","SLC9A1"
"CABLES1","CCNE1"
"CABLES2","ABL1"
"CABP1","CACNA1A"
"CABP2","NMT1"
"CACNA1A","SYT1"
"CACNA1C","RYR2"
"CACNA1C","SRI"
"CACNA1D","STX1A"
"CACYBP","SIAH1"
"CAD","PPP2CA"
"CADM1","EPB41L3"
"CADPS2","DMD"
"CALCA","NRD1"
"CALCOCO1","KRT15"
"CALCOCO1","TBC1D17"
"CALCOCO2","C1orf65"
"CALCOCO2","C20orf195"
"CALCOCO2","DAZAP2"
"CALCOCO2","FASTK"
"CALCOCO2","PIAS4"
"CALCOCO2","TCEB3B"
"CALCOCO2","VPS72"
"CALCR","CALM1"
"CALCR","MBL2"
"CALCRL","RAMP3"
"CALD1","CALM1"
"CALD1","CALM2"
"CALM1","ADD1"
"CALM1","ATP2B1"
"CALM1","CCND1"
"CALM1","CSNK2A1"
"CALM1","CSNK2A2"
"CALM1","DDX5"
"CALM1","EGFR"
"CALM1","EWSR1"
"CALM1","GAP43"
"CALM1","HSP90AA1"
"CALM1","IQGAP1"
"CALM1","LYST"
"CALM1","MYLK"
"CALM1","MYO5A"
"CALM1","PDE1A"
"CALM1","RAB3B"
"CALM1","RALB"
"CALM1","RRAD"
"CALM1","STRN3"
"CALM1","STRN4"
"CALM1","TRPV1"
"CALM1","TRPV6"
"CALM1","TTN"
"CALM2","EDF1"
"CALM3","AKAP9"
"CALM3","EDF1"
"CALR","APP"
"CALR","FBN1"
"CALR","LPL"
"CALR","MAPK6"
"CALR","PLAT"
"CALR","SLC2A1"
"CALR","TAPBP"
"CALR","THBS1"
"CALR","TRAF6"
"CAMK2A","ACTN1"
"CAMK2A","DAPK2"
"CAMK2A","KPNB1"
"CAMK2D","VIM"
"CAMK2G","MYLK"
"CAMK2G","PLCB3"
"CAMLG","CAMK2A"
"CAMLG","EGFR"
"CAMLG","RYR1"
"CAMP","CTSG"
"CAMP","PRTN3"
"CANX","BCAP31"
"CANX","LRP1"
"CANX","PDIA3"
"CANX","PRKCSH"
"CAP1","ACTB"
"CAPN1","BCL2L1"
"CAPN1","CAPNS1"
"CAPN1","CTSC"
"CAPN1","FHL2"
"CAPN1","SPTAN1"
"CAPN1","TINAGL1"
"CAPN2","CASP9"
"CAPN2","CDK5R1"
"CAPN2","TNS1"
"CAPNS1","ATP5J2"
"CAPNS1","CDK4"
"CAPNS1","GNB2"
"CAPNS1","RAB1A"
"CAPRIN1","AKAP10"
"CAPZA1","ACTB"
"CAPZA1","CD2AP"
"CARD11","TRAF1"
"CARD8","IKBKG"
"CARD9","CCDC85B"
"CASK","ATP2B4"
"CASK","DLG4"
"CASK","EPB41"
"CASK","FCHSD2"
"CASK","GRIK2"
"CASK","GRIN2A"
"CASK","KCNA4"
"CASK","KCNJ4"
"CASK","LIN7A"
"CASK","LIN7B"
"CASK","PRKD2"
"CASK","TANC1"
"CASK","TSPYL2"
"CASP1","ATN1"
"CASP1","ATXN3"
"CASP1","BID"
"CASP1","CARD8"
"CASP1","HTT"
"CASP1","LMNA"
"CASP1","NEDD4"
"CASP1","PAK1"
"CASP1","PYCARD"
"CASP10","DEDD2"
"CASP10","RB1"
"CASP10","RYBP"
"CASP2","BID"
"CASP2","CASP7"
"CASP2","CSNK2A1"
"CASP2","DSP"
"CASP2","KPNA2"
"CASP3","ADD1"
"CASP3","AIFM1"
"CASP3","ATN1"
"CASP3","ATXN3"
"CASP3","BLM"
"CASP3","CAD"
"CASP3","CASP6"
"CASP3","CASP8"
"CASP3","CDC27"
"CASP3","CTNNB1"
"CASP3","DCTN1"
"CASP3","DEDD"
"CASP3","EIF2S1"
"CASP3","EIF3J"
"CASP3","EIF4G2"
"CASP3","HMGB1"
"CASP3","HTT"
"CASP3","MCL1"
"CASP3","MDM4"
"CASP3","MLH1"
"CASP3","NEDD4"
"CASP3","PAK2"
"CASP3","PICALM"
"CASP3","PKN1"
"CASP3","PKN2"
"CASP3","PSIP1"
"CASP3","PTBP1"
"CASP3","RABEP1"
"CASP3","RB1"
"CASP3","ROCK1"
"CASP3","SRP72"
"CASP3","STK24"
"CASP3","USO1"
"CASP3","VIM"
"CASP4","APAF1"
"CASP4","CASP3"
"CASP4","NOD1"
"CASP4","PLA2G4A"
"CASP4","SERPINB9"
"CASP6","CASP10"
"CASP6","EIF2S1"
"CASP6","NEDD4"
"CASP6","RB1"
"CASP6","TOP1"
"CASP7","CASP10"
"CASP7","PSIP1"
"CASP7","RAD51"
"CASP7","RB1"
"CASP8","APAF1"
"CASP8","CASP10"
"CASP8","CASP3"
"CASP8","CASP6"
"CASP8","CASP8AP2"
"CASP8","CFLAR"
"CASP8","CHD3"
"CASP8","CHUK"
"CASP8","CTNNB1"
"CASP8","DEDD2"
"CASP8","EIF2AK2"
"CASP8","FAF1"
"CASP8","IKBKB"
"CASP8","IKBKG"
"CASP8","NOL3"
"CASP8","PARP2"
"CASP8","PICALM"
"CASP8","RB1"
"CASP8","SUMO1"
"CASP8","USO1"
"CASP8","VIM"
"CASP9","PRKCZ"
"CASP9","RB1"
"CASR","PRKCA"
"CASR","PRKCG"
"CAT","ABL2"
"CAV1","AKAP1"
"CAV1","APP"
"CAV1","BMX"
"CAV1","BSG"
"CAV1","CSNK2A2"
"CAV1","EGFR"
"CAV1","FLOT2"
"CAV1","GJA1"
"CAV1","GNAI2"
"CAV1","GRB7"
"CAV1","INSR"
"CAV1","MALL"
"CAV1","MAPK1"
"CAV1","NOS2"
"CAV1","NOS3"
"CAV1","PLD1"
"CAV1","PTPN1"
"CAV1","PTPRF"
"CAV1","RAC1"
"CAV1","RHOA"
"CAV1","SRC"
"CAV1","STRN4"
"CAV1","TGFBR1"
"CAV1","TRAF6"
"CAV1","TRPC1"
"CAV2","CAV1"
"CAV2","DNAJA1"
"CAV2","EGFR"
"CAV2","FLOT2"
"CAV2","MALL"
"CAV2","SRC"
"CAV3","SLC8A1"
"CBFA2T2","SIN3A"
"CBFB","RUNX1"
"CBL","ABL1"
"CBL","BLK"
"CBL","CD5"
"CBL","ITCH"
"CBL","NOTCH1"
"CBL","OSTF1"
"CBL","PRKCA"
"CBL","SLA"
"CBL","SORBS2"
"CBL","SRC"
"CBL","UBASH3B"
"CBL","UBE2G1"
"CBL","UBE2G2"
"CBL","VAV2"
"CBL","YWHAQ"
"CBL","YWHAZ"
"CBLB","ARHGEF7"
"CBLB","CRY1"
"CBLB","HCK"
"CBX1","SUV39H1"
"CBX1","TRIM24"
"CBX4","CTBP1"
"CBX4","RB1"
"CBX4","RNF2"
"CBX5","CBX3"
"CBX5","HIST3H3"
"CBX8","RING1"
"CCAR1","BRD7"
"CCBP2","CCL13"
"CCBP2","CCL2"
"CCBP2","CCL3"
"CCBP2","CCL4"
"CCBP2","CCL5"
"CCDC113","GIT1"
"CCDC116","CCDC85B"
"CCDC116","SLC2A4"
"CCDC120","CCDC85B"
"CCDC120","KRT15"
"CCDC120","MDFI"
"CCDC120","USHBP1"
"CCDC14","MAGEA11"
"CCDC53","OPTN"
"CCDC85B","C19orf25"
"CCDC85B","C20orf195"
"CCDC85B","FAM50B"
"CCDC85B","LMO3"
"CCDC85B","NDUFA5"
"CCDC85B","PKN1"
"CCDC85B","PLOD3"
"CCDC85B","POLR2L"
"CCDC85B","RALYL"
"CCDC85B","RBM7"
"CCDC85B","RNF8"
"CCDC85B","SF3A3"
"CCDC85B","VPS72"
"CCDC85B","ZFP36"
"CCDC90B","BTBD2"
"CCDC90B","NIPSNAP3A"
"CCDC90B","RNF10"
"CCHCR1","POLR2C"
"CCK","ENPEP"
"CCL13","MMP1"
"CCL13","MMP3"
"CCL16","CCR1"
"CCL17","VCAM1"
"CCL19","CCL22"
"CCL2","CCR1"
"CCL2","CCR5"
"CCL2","MMP1"
"CCL2","VCAN"
"CCL21","CTSD"
"CCL21","IGFBP7"
"CCL22","DPP4"
"CCL25","CCR10"
"CCL3","SRGN"
"CCL4","CCL3"
"CCL4","CCR1"
"CCL4","CCR5"
"CCL4","IL8"
"CCL5","CCR1"
"CCL5","CCR5"
"CCL5","DPP4"
"CCL5","SDC4"
"CCL7","CCR5"
"CCL7","MMP14"
"CCL8","CCR1"
"CCL8","CCR5"
"CCL8","MMP3"
"CCL8","VCAN"
"CCNA1","RB1"
"CCNA2","CDK2"
"CCNA2","HIRA"
"CCNB1","CDC25A"
"CCNB1","CDC25C"
"CCNB1","GADD45B"
"CCNB1","GADD45G"
"CCNB1","HERC5"
"CCNB1","PBK"
"CCNB1","PCNA"
"CCNB1","PLK1"
"CCNB1","RALBP1"
"CCNB2","CDK2"
"CCNB2","CDKN1A"
"CCNB2","MCM2"
"CCNC","CDK8"
"CCNC","MED8"
"CCND1","MCM10"
"CCND1","PCNA"
"CCND1","RBL1"
"CCND1","RBL2"
"CCND1","RBX1"
"CCND2","RB1"
"CCND3","RBL2"
"CCNE1","CCT4"
"CCNE1","CDK2"
"CCNE1","CDKN1A"
"CCNE1","NBN"
"CCNE1","RBL1"
"CCNE1","SKP2"
"CCNE2","CDK2"
"CCNE2","CDKN1C"
"CCNG1","CDKN2A"
"CCNG1","MDM2"
"CCNH","CDK2"
"CCNH","CDK7"
"CCNH","CDK8"
"CCNH","GTF2E2"
"CCNK","CDK2"
"CCNK","CDK9"
"CCNK","DVL3"
"CCNK","KCNRG"
"CCNK","NECAB2"
"CCNK","POLR2A"
"CCNK","RBPMS"
"CCNL2","DYRK1A"
"CCNT2","HEXIM1"
"CCR1","CCL3"
"CCR1","JAK1"
"CCR1","PLP2"
"CCR10","CXCL13"
"CCR4","CCL22"
"CCR5","CD4"
"CCR5","CXCR4"
"CCR5","PTK2"
"CCRL1","CCL21"
"CCRL1","CCL5"
"CCRL1","CCL8"
"CCRL1","CXCL13"
"CCS","YWHAG"
"CCT3","VHL"
"CCT5","HDAC3"
"CCT5","IKBKAP"
"CCT5","SSSCA1"
"CCT5","TBC1D17"
"CCT5","XRN1"
"CCT7","ATP5C1"
"CCT7","SSSCA1"
"CD14","ITGB2"
"CD151","ITGA3"
"CD19","ABL1"
"CD19","CBL"
"CD19","CD22"
"CD19","CD79A"
"CD19","CD79B"
"CD19","GRB2"
"CD19","MAPK1"
"CD19","PIK3R1"
"CD19","PLCG2"
"CD19","SOS1"
"CD19","VAV2"
"CD1D","B2M"
"CD1D","P4HB"
"CD2","CD58"
"CD2","PSTPIP1"
"CD22","ATP2B4"
"CD22","GRB2"
"CD22","LCP2"
"CD226","FYN"
"CD226","ITGB2"
"CD244","SH2D1A"
"CD247","CD2"
"CD247","CD5"
"CD247","CSK"
"CD247","DOCK2"
"CD247","FYN"
"CD247","LCK"
"CD247","PTPRC"
"CD247","SH2B3"
"CD247","SLA"
"CD247","SLA2"
"CD247","TRAT1"
"CD27","TRAF2"
"CD28","CD4"
"CD28","CD86"
"CD28","ITK"
"CD28","NSF"
"CD28","PIK3CG"
"CD28","PIK3R1"
"CD28","PIK3R2"
"CD28","PLCG1"
"CD28","PTPRC"
"CD2AP","PKD2"
"CD36","COL1A1"
"CD36","COL1A2"
"CD36","FYN"
"CD36","ITGB3"
"CD36","LYN"
"CD36","MATK"
"CD36","SRC"
"CD36","THBS1"
"CD38","CD4"
"CD3E","CD3EAP"
"CD3E","CD79B"
"CD3E","NCL"
"CD3E","UNC119"
"CD3EAP","TAF1A"
"CD3G","CD3E"
"CD4","BTRC"
"CD4","CD2"
"CD4","CTSD"
"CD4","CXCL12"
"CD4","CXCR4"
"CD4","LGALS1"
"CD4","PI4KA"
"CD4","PIK3R1"
"CD4","PIP"
"CD4","PTPRC"
"CD4","UNC119"
"CD40","CAV1"
"CD40","CBL"
"CD40","HSPA4"
"CD40","HSPA8"
"CD40","JAK3"
"CD40","RIPK2"
"CD40","TRAF1"
"CD40","TRAF2"
"CD44","ARHGEF1"
"CD44","CD4"
"CD44","CD74"
"CD44","COL1A1"
"CD44","COL1A2"
"CD44","EGFR"
"CD44","EZR"
"CD44","FYN"
"CD44","HMMR"
"CD44","MMP7"
"CD44","SPP1"
"CD44","SRGN"
"CD44","TGFBR2"
"CD46","LLGL1"
"CD46","YES1"
"CD47","BNIP3"
"CD47","GNAI1"
"CD47","ITGAV"
"CD47","UBQLN1"
"CD48","CD2"
"CD48","CD244"
"CD48","FYN"
"CD5","CSNK2A1"
"CD5","HNRNPU"
"CD53","CD2"
"CD53","CD4"
"CD53","CD9"
"CD55","FYN"
"CD6","SDCBP"
"CD63","ITGA6"
"CD63","PTGFRN"
"CD74","CTSL1"
"CD74","MIF"
"CD79A","BLK"
"CD79A","CD5"
"CD79A","FYN"
"CD79B","FYN"
"CD79B","LCK"
"CD79B","PTK2"
"CD80","CTLA4"
"CD81","DLG5"
"CD81","INO80B"
"CD81","ITGA4"
"CD81","KIT"
"CD81","SHC1"
"CD86","CTLA4"
"CD8A","LCK"
"CD9","CD38"
"CD9","CD81"
"CD9","HBEGF"
"CD9","ITGA3"
"CD93","ARHGAP15"
"CD93","C1QA"
"CD93","COL1A1"
"CD93","COL1A2"
"CD93","COL4A1"
"CD93","COL4A2"
"CD93","COL4A5"
"CD93","MSN"
"CD93","SCYL1"
"CD99","FTH1"
"CDC20","APC"
"CDC20","CCNA2"
"CDC20","PTTG1"
"CDC25A","CCNE1"
"CDC25A","CDK2"
"CDC25B","FHL3"
"CDC25C","CCNA2"
"CDC25C","LZTS1"
"CDC25C","NEDD4"
"CDC25C","PCNA"
"CDC34","CUL1"
"CDC34","ZFAND6"
"CDC37","BTBD10"
"CDC37","SAFB"
"CDC42EP1","FHL3"
"CDC5L","PLRG1"
"CDC6","CCNA2"
"CDC6","CDKN2A"
"CDC6","PCNA"
"CDC73","HAP1"
"CDCA3","SKP1"
"CDH1","CSE1L"
"CDH1","CTNNB1"
"CDH1","IQGAP1"
"CDH1","PSEN1"
"CDH1","RRM2"
"CDH15","BOC"
"CDH2","BOC"
"CDH24","CTNNB1"
"CDH5","CTNNA1"
"CDH5","CTNNB1"
"CDH5","PKP4"
"CDH5","VIM"
"CDK2","CCNH"
"CDK2","CDK7"
"CDK2","COIL"
"CDK2","RB1"
"CDK2AP2","EED"
"CDK4","CCND1"
"CDK4","CCND2"
"CDK4","CDKN1A"
"CDK4","CDKN2A"
"CDK4","MCM2"
"CDK5","ACTN1"
"CDK5","C1orf61"
"CDK5","CCND2"
"CDK5","CCNG1"
"CDK5","CSNK1D"
"CDK5","PCNA"
"CDK5","SET"
"CDK5R1","CDK5"
"CDK5R1","CDK5RAP2"
"CDK5R1","CDK9"
"CDK5R1","PAK1"
"CDK5R1","SET"
"CDK5R2","CDK5"
"CDK5RAP1","EXOSC3"
"CDK5RAP2","HAP1"
"CDK5RAP2","STK36"
"CDK5RAP2","ZNF259"
"CDK6","CCND1"
"CDK6","CCND2"
"CDK6","CDKN1A"
"CDK6","CDKN2A"
"CDK6","MCM10"
"CDK6","MCM2"
"CDK6","RB1"
"CDK7","CDK2"
"CDK7","ERCC3"
"CDK7","GTF2H2"
"CDK7","MNAT1"
"CDK8","MED26"
"CDK9","CCNT1"
"CDK9","CDC34"
"CDK9","HEXIM1"
"CDK9","HTATSF1"
"CDK9","MED21"
"CDK9","POLR2A"
"CDK9","RB1"
"CDK9","SKP2"
"CDK9","STK36"
"CDK9","SUPT5H"
"CDKN1A","CCND3"
"CDKN1A","CDK2"
"CDKN1A","CDK6"
"CDKN1A","MCM10"
"CDKN1A","MSH2"
"CDKN1A","RAB1A"
"CDKN1A","RB1"
"CDKN1A","TLE1"
"CDKN1A","TTLL5"
"CDKN1B","CCNA1"
"CDKN1B","CCNA2"
"CDKN1B","CCND3"
"CDKN1B","CDK2"
"CDKN1B","CDK5"
"CDKN1B","CDKN1A"
"CDKN1B","CUL4A"
"CDKN1B","TSC2"
"CDKN1B","UCHL1"
"CDKN1B","XPO1"
"CDKN1B","YWHAG"
"CDKN2A","GMNN"
"CDKN2B","CDK8"
"CDKN2C","CDKN2A"
"CDKN3","CDC25A"
"CDT1","CCNA2"
"CDT1","GMNN"
"CDT1","MCM6"
"CDX2","CDK2"
"CDX2","EP300"
"CDX2","HNF1A"
"CDYL","HDAC1"
"CEACAM1","SHC1"
"CEBPA","ATF2"
"CEBPA","CEBPD"
"CEBPA","GATA2"
"CEBPA","HNF1A"
"CEBPA","RB1"
"CEBPA","RBL1"
"CEBPA","RUNX1"
"CEBPA","SOX10"
"CEBPA","SOX8"
"CEBPB","ATF2"
"CEBPB","CEBPA"
"CEBPB","CEBPD"
"CEBPB","CEBPG"
"CEBPB","CREB1"
"CEBPB","CREBBP"
"CEBPB","ELK1"
"CEBPB","EP300"
"CEBPB","HMGB1"
"CEBPB","HSF1"
"CEBPB","MED23"
"CEBPB","MYB"
"CEBPB","RB1"
"CEBPB","SMARCA4"
"CEBPB","SMARCB1"
"CEBPB","SP1"
"CEBPB","SPIB"
"CEBPB","SRF"
"CEBPB","TRIM28"
"CEBPD","CEBPE"
"CEBPE","E2F1"
"CEBPE","LDOC1"
"CEBPE","MYB"
"CEBPE","SPI1"
"CEBPG","FOSL2"
"CEBPG","MLLT6"
"CEBPG","NFIL3"
"CEBPG","TEF"
"CEBPZ","UBE3A"
"CELSR1","PSAP"
"CELSR3","CUL9"
"CELSR3","DST"
"CELSR3","SGSM2"
"CELSR3","SPTBN4"
"CELSR3","TRIP12"
"CENPA","DIAPH1"
"CENPB","ANXA7"
"CENPB","PARP2"
"CENPB","TK1"
"CENPE","PLCB3"
"CENPJ","LAG3"
"CENPJ","YWHAG"
"CEP55","AKAP9"
"CEP57","MEGF10"
"CEP70","CCDC85B"
"CEP70","COIL"
"CEP70","MCM10"
"CEP70","NRIP1"
"CEP70","TRIM29"
"CEP76","DCTD"
"CEP76","MAGEA11"
"CEP76","PAICS"
"CETN3","UNC119"
"CETP","EWSR1"
"CFDP1","CSNK2A1"
"CFH","CRP"
"CFH","THBS1"
"CFL1","LIMK1"
"CFL1","RPS6KA1"
"CFL1","SLC2A4"
"CFL1","WDR1"
"CFL1","YWHAG"
"CFLAR","BCL2L1"
"CFLAR","CASP10"
"CFLAR","DAXX"
"CFLAR","DEDD2"
"CFLAR","IKBKB"
"CFLAR","RIPK1"
"CFLAR","RIPK2"
"CFTR","DNAJA1"
"CFTR","PPP2R1B"
"CFTR","SLC9A3R2"
"CGA","PTPN12"
"CGN","TJP2"
"CHAF1A","TRIM28"
"CHAF1B","CHAF1A"
"CHAT","CAMK2A"
"CHAT","PRKCZ"
"CHCHD3","CCDC85B"
"CHD1","HDAC1"
"CHD3","CTBP1"
"CHD3","FAM134A"
"CHD3","GPS2"
"CHD3","MAN2A2"
"CHD3","PCMT1"
"CHD3","PIAS4"
"CHD3","RAD51"
"CHD3","SAFB"
"CHD3","SIRT6"
"CHD3","SUMO1"
"CHD3","SUMO2"
"CHD3","TRIM28"
"CHD3","UBA3"
"CHD3","UBE2I"
"CHEK1","CDC25A"
"CHEK1","CDC25C"
"CHEK2","ASF1A"
"CHEK2","ATR"
"CHEK2","CDC25A"
"CHEK2","CDC25C"
"CHEK2","KPNA2"
"CHEK2","MSH2"
"CHEK2","NBN"
"CHEK2","PLK1"
"CHEK2","PPP2R5A"
"CHEK2","PPP2R5C"
"CHEK2","PPP2R5E"
"CHEK2","RAD9A"
"CHFR","AURKA"
"CHFR","BRD4"
"CHFR","WDR47"
"CHGB","ACACA"
"CHGB","ANXA7"
"CHGB","MARK3"
"CHIC2","MDFI"
"CHML","RAB1A"
"CHMP1A","CHMP1B"
"CHMP1B","CHMP5"
"CHMP2A","VPS4A"
"CHMP2A","VPS4B"
"CHMP4B","CHMP5"
"CHMP4B","EXOSC9"
"CHMP4B","PIAS2"
"CHMP4B","UBE2I"
"CHMP4C","CHMP4B"
"CHN1","CDK5"
"CHN1","CDK5R1"
"CHN1","RPS3A"
"CHN2","SUMO2"
"CHRD","ATN1"
"CHRM1","GNAI2"
"CHRM3","GZMB"
"CHRM4","EEF1A2"
"CHRM4","GPRASP1"
"CHRM4","GRB2"
"CHRNA4","CSNK2B"
"CHRNA4","VSNL1"
"CHRND","GRB2"
"CHUK","ANXA13"
"CHUK","CDC37"
"CHUK","DSP"
"CHUK","FKBP5"
"CHUK","IKBKAP"
"CHUK","IKBKG"
"CHUK","MAP3K7"
"CHUK","PBXIP1"
"CHUK","PEBP1"
"CHUK","PRKCI"
"CHUK","TANK"
"CIB1","PLK2"
"CIB1","PRKDC"
"CIB1","RAC3"
"CIC","GABPB1"
"CIC","TRIM22"
"CIITA","HDAC4"
"CIT","DISC1"
"CKAP5","AURKA"
"CKB","ILK"
"CKM","FHL2"
"CLCN3","SLC9A3R1"
"CLDN1","INADL"
"CLEC3B","ANXA7"
"CLEC5A","TYROBP"
"CLIC1","AKAP9"
"CLIC1","LSM1"
"CLIC4","ACTB"
"CLIC5","ACTN1"
"CLINT1","CLTC"
"CLK1","GOLM1"
"CLNS1A","ACTB"
"CLNS1A","EIF4A2"
"CLNS1A","EPB41"
"CLNS1A","EPB41L3"
"CLOCK","ARNTL2"
"CLTA","HIP1"
"CLTB","CLTC"
"CLTB","HIP1"
"CLTC","EPN1"
"CLTC","EPN2"
"CLTC","HGS"
"CLTC","HIP1R"
"CLTC","PICALM"
"CLTC","SCYL2"
"CLTC","TNK2"
"CLTC","TOM1"
"CLTC","XRCC6"
"CLU","C7"
"CLU","TGFBR1"
"CLUAP1","MAGEA11"
"CMA1","PFN1"
"CMTM3","MAPK1"
"CMTM3","MEST"
"CMTM3","RABAC1"
"CMTM6","DUSP10"
"CMTM6","SUMO2"
"CNKSR1","ARHGEF1"
"CNKSR1","RHPN1"
"CNNM3","RBPMS"
"CNOT2","CNOT3"
"CNOT3","CNOT8"
"CNOT4","CNOT8"
"CNOT7","CNOT6"
"CNPY4","ARL4D"
"CNR1","GNAI2"
"CNTFR","APPBP2"
"CNTFR","HN1L"
"CNTFR","LIFR"
"CNTNAP1","SRC"
"CNTNAP2","EPB41L3"
"COG2","COG4"
"COG5","MEFV"
"COIL","CDK2"
"COIL","PIAS4"
"COIL","SART3"
"COIL","TAF9"
"COIL","TGS1"
"COL13A1","NID1"
"COL17A1","ACTN1"
"COL17A1","ACTN4"
"COL17A1","DSP"
"COL17A1","PPL"
"COL18A1","GPC4"
"COL1A1","BGN"
"COL1A1","CAPN1"
"COL1A1","CD44"
"COL1A1","DCN"
"COL1A1","MATN2"
"COL1A1","NID1"
"COL1A1","P4HB"
"COL1A1","PAK1"
"COL1A1","PRELP"
"COL1A1","SPARC"
"COL1A1","TGFBI"
"COL1A1","VWF"
"COL1A2","APP"
"COL1A2","CD44"
"COL1A2","DCN"
"COL1A2","ITGB3"
"COL1A2","ITPKC"
"COL1A2","LUM"
"COL1A2","P4HB"
"COL1A2","RGS19"
"COL1A2","SPARC"
"COL1A2","TGFBI"
"COL1A2","VWF"
"COL2A1","ANXA5"
"COL2A1","BGN"
"COL2A1","COL6A1"
"COL2A1","COL9A2"
"COL3A1","PCOLCE"
"COL3A1","SPARC"
"COL3A1","THBS1"
"COL4A1","APP"
"COL4A1","COL4A2"
"COL4A1","MATN2"
"COL4A1","NID1"
"COL4A1","OSM"
"COL4A2","ANTXR2"
"COL4A2","ATF7IP"
"COL4A2","FAM46A"
"COL4A2","MATN2"
"COL4A2","TK1"
"COL4A3","USH2A"
"COL4A3BP","ITGB3BP"
"COL4A4","ANTXR2"
"COL4A5","APP"
"COL4A5","MATN2"
"COL4A5","OSM"
"COL4A6","APP"
"COL4A6","MATN2"
"COL5A1","LGALS3BP"
"COL5A1","THBS1"
"COL7A1","FBXL2"
"COL7A1","HSPA8"
"COL7A1","LAMA5"
"COL8A1","EFEMP2"
"COL8A1","VCL"
"COMT","LITAF"
"COMT","XRN2"
"COPA","ARFGAP1"
"COPA","TMED2"
"COPB1","KCNK3"
"COPB1","KDELR1"
"COPB1","PRKCE"
"COPB1","TRIM37"
"COPB1","USO1"
"COPE","CBL"
"COPG2","PTGES3"
"COPS3","COPS2"
"COPS3","COPS4"
"COPS3","COPS5"
"COPS3","COPS6"
"COPS3","COPS7A"
"COPS3","CUL5"
"COPS3","IKBKG"
"COPS4","CCDC85B"
"COPS4","COPS2"
"COPS4","COPS5"
"COPS4","MBIP"
"COPS5","COPS2"
"COPS5","GPS1"
"COPS6","ANXA7"
"COPS6","BTBD2"
"COPS6","C1orf174"
"COPS6","CDKN1A"
"COPS6","COPS2"
"COPS6","COPS4"
"COPS6","CUL1"
"COPS6","EP300"
"COPS6","ERH"
"COPS6","GPS1"
"COPS6","MIF"
"COPS6","PSMD11"
"COPS6","RBX1"
"COPS7A","GPS1"
"COPS7B","PMF1"
"COPS8","COPS2"
"COPS8","COPS5"
"CPE","BDNF"
"CPE","GTF3C1"
"CPE","POLDIP2"
"CPNE2","BCOR"
"CPNE6","AK5"
"CPNE6","ANXA7"
"CPNE6","MAPK11"
"CPSF1","MCM2"
"CPSF1","POLR2A"
"CPSF1","TAF12"
"CPSF1","TAF5"
"CPSF1","TAF7"
"CPSF3","POLR2A"
"CPSF3L","MDFI"
"CPSF6","WWP1"
"CRCT1","TLE1"
"CREB1","CREBBP"
"CREB1","CREM"
"CREB1","GLI2"
"CREB1","PDX1"
"CREB1","THRA"
"CREB1","YY1"
"CREB3","CEBPG"
"CREB3","DDIT3"
"CREB3L3","CREB3L4"
"CREBBP","CNOT3"
"CREBBP","CREB1"
"CREBBP","CREM"
"CREBBP","CTBP1"
"CREBBP","ELF3"
"CREBBP","EP300"
"CREBBP","ETS1"
"CREBBP","ETS2"
"CREBBP","GCM1"
"CREBBP","GLI3"
"CREBBP","GTF2B"
"CREBBP","HLF"
"CREBBP","HMGA1"
"CREBBP","HOXB4"
"CREBBP","HOXB7"
"CREBBP","HOXB9"
"CREBBP","HOXD4"
"CREBBP","HSF1"
"CREBBP","KAT2A"
"CREBBP","KLF13"
"CREBBP","KLF4"
"CREBBP","KLF5"
"CREBBP","MAFG"
"CREBBP","MBD2"
"CREBBP","MLL"
"CREBBP","MYB"
"CREBBP","NCOA2"
"CREBBP","NCOA3"
"CREBBP","NCOA6"
"CREBBP","NFATC4"
"CREBBP","NPAS2"
"CREBBP","POLR2A"
"CREBBP","POU2F3"
"CREBBP","PPARG"
"CREBBP","RBBP4"
"CREBBP","RXRG"
"CREBBP","SERTAD2"
"CREBBP","SMAD3"
"CREBBP","SRCAP"
"CREBBP","SREBF1"
"CREBBP","TACC2"
"CREBBP","THRA"
"CREBBP","TP53"
"CREBBP","TRAM2"
"CREBBP","TRIP10"
"CREG1","RB1"
"CRELD1","SUMO2"
"CREM","ATF1"
"CREM","CREB1"
"CREM","CREB3L1"
"CREM","CREBBP"
"CREM","NFIL3"
"CREM","SPI1"
"CREM","TAF4"
"CRHR1","CALM1"
"CRHR2","UCN"
"CRIPT","TUBB2A"
"CRK","BCAR1"
"CRK","BUB1"
"CRK","CBL"
"CRK","EGFR"
"CRK","EPS15"
"CRK","GAB1"
"CRK","IRS1"
"CRK","MAP4K5"
"CRK","PLSCR1"
"CRK","REPS1"
"CRK","SH3BP1"
"CRK","SOS1"
"CRK","WEE1"
"CRKL","ABL1"
"CRKL","BCAR1"
"CRKL","CD34"
"CRKL","CRK"
"CRKL","EVL"
"CRKL","GAB1"
"CRKL","INSR"
"CRKL","KIDINS220"
"CRKL","LYN"
"CRKL","MAP4K1"
"CRKL","MAP4K5"
"CRKL","PIK3R1"
"CRKL","PIK3R2"
